id;title;original title;date;date circa;creator;creator info;place;city;state;country;type;medium;color;height;width;collection;description;license;latitude;longitude;altitude;heading;tilt;fov;media
0072430cx031-08;Orquidário no Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.96797;-43.228315;15.74;155.68;88.37;56.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx031-08.jpg
0072430cx031-07;Bromeliário do Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;;PD;-22.968127;-43.228617;15.39;72.74;86.64;55.6;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx031-07.jpg
0072430cx031-05;Orquidário no Jardim Botânico;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.968000000000004;-43.228304;15.92;160.69;83.76;50.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx031-05.jpg
0072430cx030-04;Campo da Aclamação;;;1878/1888;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;"Praça da República; Campo de Santana";Rio de Janeiro;RJ;Brasil;COLÓDIO/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Elaborado por Grandjean de Montigny em 1827, o Campo da Aclamação, hoje Campo de Santana, é uma parque localizado na praça da República no centro do Rio de Janeiro.;PD;-22.904981;-43.18946500000001;9.65;-91.43;88.79;59.8;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx030-04.jpg
0072430cx030-01;Campo da Aclamação;Campo da Aclamação;;1878/1888;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;"Praça da República; Campo de Santana";Rio de Janeiro;RJ;Brasil;COLÓDIO/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Elaborado por Grandjean de Montigny em 1827, o Campo da Aclamação, hoje Campo de Santana, é um parque localizado na praça da República no centro do Rio de Janeiro.;PD;-22.90754;-43.189063;9.6;-115.82;93.11;45.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx030-01.jpg
0072430cx028-03;Rua Primeiro de Março;;;1889/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;Rua Primeiro de Março, destaque para o prédio dos Correios.;PD;-22.901472000000002;-43.176504;13.62;128.41;97.49;47.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx028-03.jpg
0072430cx028-02;Rua Primeiro de Março;;;1889/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;Rua Primeiro de Março, destaque para o prédio dos Correios.;PD;-22.901472000000002;-43.176504;14.25;128.41;97.49;47.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx028-02.jpg
0072430cx028-01;Mercado da Praia do Peixe, próximo à atual rua do Mercado;;;1875/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Vista do Mercado da Praia do Peixe, próximo a atual rua do mercado;PD;-22.901374;-43.173287;6.25;-92.94;93.78;45.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx028-01.jpg
0072430cx027-12;Fonte Adriano Ramos Pinto;;;1906/1912;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Largo da Glória;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;A fonte foi inaugurada em 1906 no Largo da Glória e em 29/10/1950 foi transferida para a embocadura do Túnel Novo (Túnel Engenheiro Marquês Porto). Foi doada pelos irmãos Adriano Ramos Pinto, donos de célebre vinícola, à cidade do Rio de Janeiro.;PD;-22.920641;-43.176691;11.08;86.48;86.83;40.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-12.jpg
0072430cx027-11;Fonte Adriano Ramos Pinto;;;1906/1912;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Largo da Glória;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;A fonte foi inaugurada em 1906 no Largo da Glória e em 29/10/1950 foi transferida para a embocadura do Túnel Novo (Túnel Engenheiro Marquês Porto). Foi doada pelos irmãos Adriano Ramos Pinto, donos de célebre vinícola, à cidade do Rio de Janeiro.;PD;-22.920641;-43.176691;11.08;86.48;86.83;40.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-11.jpg
0072430cx027-10;Fonte Adriano Ramos Pinto;;;1906/1912;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Largo da Glória;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;A fonte foi inaugurada em 1906 no Largo da Glória e em 29/10/1950 foi transferida para a embocadura do Túnel Novo (Túnel Engenheiro Marquês Porto). Foi doada pelos irmãos Adriano Ramos Pinto, donos de célebre vinícola, à cidade do Rio de Janeiro.;PD;-22.920403;-43.176515;10.21;143.99;88.84;40.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-10.jpg
0072430cx027-09;Escola Politécnica e estátua de José Bonifácio;Vista da Escola Polythecnica;;1895/1905;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Largo de São Francisco;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Vista da Escola Politécnica, atual IFCS/UFRJ, após a construção do terceiro andar. Destinado a abrigar instituições educacionais do país nos anos subseqüentes o espaço foi usado pela Escola Militar (1842), Escola Politécnica (1874) e durante todo o século XX e XXI pelo IFCS-UFRJ (Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro). Em 1905 foi feito um último acréscimo a essa construção.;PD;-22.904671;-43.180597999999996;14.8;-137.52;89.88;46.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-09.jpg
0072430cx027-08;Fonte Adriano Ramos Pinto;;;1906/1912;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Largo da Glória;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;A fonte foi inaugurada em 1906 no Largo da Glória e em 29/10/1950 foi transferida para a embocadura do Túnel Novo (Túnel Engenheiro Marquês Porto). Foi doada pelos irmãos Adriano Ramos Pinto, donos de célebre vinícola, à cidade do Rio de Janeiro.;PD;-22.920403;-43.176515;10.21;143.99;88.84;40.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-08.jpg
0072430cx027-07;Monumento em homenagem ao visconde de Rio Branco;;;1902/1907;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Praça da Glória;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;Escultura de autoria de Félix Maurice Charpentier. A inauguração ocorreu em 13 de maio de 1902.;PD;-22.921271;-43.1769;8.97;74.42;87.9;45.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-07.jpg
0072430cx027-06;Caixa de Amortização;;;1906/1914;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Cruzamento da Avenida Central com a rua Marechal Floriano. A Caixa de Amortização foi inaugurada em 1906, atualmente o prédio é ocupado pelo Banco Central do Brasil.;PD;-22.899909;-43.179460999999996;12.11;-67.18;91.62;63.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-06.jpg
0072430cx027-05;Rua Uruguaiana, ao fundo o Chafariz da Carioca;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;;PD;-22.90529;-43.179328999999996;9.34;154.95;96.71;45.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-05.jpg
0072430cx027-04;Vista do Corcovado e Pão de Açúcar;;;1880/1890;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Floresta da Tijuca;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Vista do Corcovado e Pão de Açúcar, a partir da Floresta da Tijuca.;PD;-22.967625;-43.249965;294.4;74.85;89.74;53.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-04.jpg
0072430cx027-01;Caixa de Amortização;;;1906/1912;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Cruzamento da Avenida Central com a rua Marechal Floriano. A Caixa de Amortização foi inaugurada em 1906, atualmente o prédio é ocupado pelo Banco Central do Brasil.;PD;-22.899906;-43.179472;12.03;-65.8;95.42;63.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx027-01.jpg
0072430cx025-02;Antigo edifício do Supremo Tribunal Federal, atual Centro Cultural da Justiça Federal;;;1910/1918;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;Antiga Sede Supremo Tribunal Federal, na Rua Primeiro de Março.;PD;-22.901905;-43.17628300000001;10.44;97.02;102.17;50.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx025-02.jpg
0072430cx023-04;Ilha Fiscal;;;1884/1894;Marc Ferrez;;Baía de Guanabara;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;A Ilha Fiscal localiza-se no interior da baía de Guanabara, fronteira ao centro histórico da cidade do Rio de Janeiro. A ilha celebrizou-se por ter abrigado o famoso baile da Ilha Fiscal, a última grande festa do Império antes da Proclamação da República, em 15 de Novembro de 1889. Atualmente abriga um museu histórico-cultural, subordinado à Diretoria do Patrimônio Histórico e Documentação da Marinha.;PD;-22.89795100000001;-43.165128;6.53;-42.27;92.7;55.6;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx023-04.jpg
0072430cx022-16;Rua Direita, atual Primeiro de Março, com destaque para o Prédio dos Correios;;;1885/1895;Marc Ferrez;;Centro;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;;PD;-22.901426;-43.176524;13.64;131.81;93.23;50.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx022-16.jpg
0072430cx011-06;Estrada de Ferro do Corcovado, provavelmente em construção;;;1882/1884;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Floresta da Tijuca;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Trecho da Estrada das Paineiras, próximo ao Hotel Paineiras.;PD;-22.948264;-43.217197999999996;467.45;116.15;96.1;50.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx011-06.jpg
0072430cx011-04;Vista do Morro do Corcovado, ao fundo o Morro do Pão de Açúcar;;;1880/1890;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Alto da Boa Vista;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;30.0;24.0;Coleção Gilberto Ferrez;;PD;-22.955151;-43.23102;514.29;86.69;87.53;35.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx011-04.jpg
0072430cx011-01;Vista da Baía de Guanabara, do Pão de Açúcar e do bairro de Botafogo a partir do Corcovado;;;1880/1889;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Corcovado;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.951854;-43.210035;705.43;82.7;84.69;50.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx011-01.jpg
0072430cx010-06;Passeio Público;;;1870/1890;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;COLÓDIO/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.913760999999997;-43.175859;9.64;-75.64;88.68;40.4;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx010-06.jpg
0072430cx010-05;Passeio Público;;;1870/1890;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Centro;Rio de Janeiro;RJ;Brasil;COLÓDIO/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.913775;-43.175843;10.97;-71.37;90.21;51.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx010-05.jpg
0072430cx010-03;Campo da Aclamação;;;1878/1888;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;"Praça da República; Campo de Santana";Rio de Janeiro;RJ;Brasil;COLÓDIO/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;Elaborado por Grandjean de Montigny em 1827, o Campo da Aclamação, hoje Campo de Santana, é uma parque localizado na praça da República no centro do Rio de Janeiro.;PD;-22.908722;-43.187094;23.17;-36.91;83.64;65.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx010-03.jpg
0072430cx009-09;Enseada de Botafogo, ao fundo o Pão de Açúcar;;;1885/1895;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Botafogo;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;24.0;30.0;Coleção Gilberto Ferrez;;PD;-22.941991;-43.184209;60.25;131.4;90.24;66.2;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx009-09.jpg
0072430cx009-08;Hotel da Vista Alegre;;;1880/1890;Marc Ferrez;Nascido em 1843 no Rio de Janeiro, Marc Ferrez, filho de franceses, registrou meio século de  transformações ocorridas no país. Do Império à República retratou eventos históricos e projetos emblemáticos de reconhecimento do território e da modernização do país. Nas últimas duas décadas de sua vida experimentou a fotografia em cores e dedicou-se ao negócio do cinema, ao lado dos filhos, tornando-se um dos principais distribuidores e difusores da nova arte no Brasil. Após residir na França de 1915 a 1922, com um curto intervalo no Brasil em 1920, faleceu no Rio de Janeiro em 1923.;Santa Teresa;Rio de Janeiro;RJ;Brasil;GELATINA/ Prata;NEGATIVO/ Vidro;P&B;;;Coleção Gilberto Ferrez;;PD;-22.924035;-43.190384;149.74;-12.12;91.14;50.0;https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/0072430cx009-08.jpg
